,study ID,vaccine,dose,VE,LCL,UCL,days_since_first_dose,population_category,outcome_category,variant_sequenced,time_sup,time_inf
3248,51,Moderna,1,75.4,60.4,84.7,28,general pop,severe,,28,28
3249,51,Moderna,final,86.6,79,91.4,14,general pop,severe,,14,14
3250,51,Moderna,final,92.1,82.3,96.5,14,general pop,severe,alpha,14,14
3251,54,Moderna,final,78.0,72,83.0,14,general pop,infection,,14,14
3252,55,Moderna,1,64.8,10.9,86.1,28,patients with cirrhosis,infection,,28,28
3253,55,Moderna,final,78.6,25.5,93.8,7,patients with cirrhosis,infection,,7,7
3254,55,Moderna,1,100.0,99.3,100.0,28,patients with cirrhosis,severe,,28,28
3255,55,Moderna,final,100.0,99,100.0,7,patients with cirrhosis,severe,,7,7
3256,55,Moderna,1,100.0,99.3,100.0,28,patients with cirrhosis,death,,28,28
3257,55,Moderna,final,100.0,99,100.0,7,patients with cirrhosis,death,,7,7
3258,61,Moderna,1,85.0,84.2,85.8,0,general pop,infection,,0,0
3259,61,Moderna,final,97.1,96.6,97.5,7,general pop,infection,,7,7
3260,63,Moderna,1,75.0,55,87.0,28,general pop,symptomatic,,28,28
3261,63,Moderna,final,91.0,83,95.0,14,general pop,symptomatic,,14,14
3262,65,Moderna,1,97.2,92.3,99.0,14,HCW,severe,,14,14
3263,65,Moderna,1,60.0,53.6,65.5,14,HCW,infection,alpha,14,14
3264,65,Moderna,final,92.6,87.1,95.8,7,HCW,infection,alpha,7,7
3265,65,Moderna,1,77.0,72.6,80.7,14,HCW,infection,non-VOC,14,14
3266,65,Moderna,final,86.5,56.8,95.8,7,HCW,infection,non-VOC,7,7
3267,73,Moderna,final,46.6,0,73.7,14,transplant patients,infection,,14,14
3268,73,Moderna,final,66.0,21.3,85.3,42,transplant patients,infection,,42,42
3269,73,Moderna,final,73.9,33,89.9,56,transplant patients,infection,,56,56
3270,73,Moderna,final,72.3,0,90.9,14,transplant patients,severe,,14,14
3271,73,Moderna,final,85.0,35.7,96.5,42,transplant patients,severe,,42,42
3272,73,Moderna,final,83.8,31.3,96.2,56,transplant patients,severe,,56,56
3273,76,Moderna,1,74.0,64,82.0,14,incarcerated persons,infection,,14,14
3274,76,Moderna,final,97.0,88,99.0,14,incarcerated persons,infection,,14,14
3275,76,Moderna,1,74.0,62,82.0,14,"incarcerated persons, moderate/high risk for severe disease",infection,,14,14
3276,76,Moderna,final,92.0,74,98.0,14,"incarcerated persons, moderate/high risk for severe disease",infection,,14,14
3277,77,Moderna,final,90.0,87,91.0,14,immuncompetent,severe,,14,14
3278,77,Moderna,final,51.0,31,65.0,14,"immunocompromised, ≥ 16 years",severe,,14,14
3279,77,Moderna,final,90.0,84,94.0,14,general pop,severe,alpha,14,14
3280,77,Moderna,final,86.0,79,90.0,14,general pop,severe,delta,14,14
3281,79,Moderna,final,91.0,56,99.0,14,surgery patients,infection,,14,14
3282,83,Moderna,1,78.0,61,87.0,28,65-79 years,severe,,28,28
3283,83,Moderna,final,94.0,88,97.0,14,65-79 years,severe,,14,14
3284,83,Moderna,1,77.0,56,88.0,28,65-79 years,death,,28,28
3285,83,Moderna,final,96.0,92,98.0,14,65-79 years,death,,14,14
3286,83,Moderna,1,55.0,36,69.0,28,≥ 80 years,severe,,28,28
3287,83,Moderna,final,82.0,72,89.0,14,≥ 80 years,severe,,14,14
3288,83,Moderna,1,56.0,35,70.0,28,≥ 80 years,death,,28,28
3289,83,Moderna,final,81.0,74,87.0,14,≥ 80 years,death,,14,14
3290,85,Moderna,1,85.5,75.9,91.3,14,HCW and staff,infection,,14,14
3291,85,Moderna,final,84.8,73.2,91.4,14,HCW and staff,infection,,14,14
3292,85,Moderna,1,81.7,62.7,91.0,14,HCW and staff,symptomatic,,14,14
3293,85,Moderna,final,87.1,69.3,94.6,14,HCW and staff,symptomatic,,14,14
3294,85,Moderna,1,87.8,76.5,93.7,14,HCW,infection,,14,14
3295,85,Moderna,final,84.4,69.7,92.0,14,HCW,infection,,14,14
3296,85,Moderna,1,83.1,60,92.9,14,HCW,symptomatic,,14,14
3297,85,Moderna,final,86.5,62.9,95.1,14,HCW,symptomatic,,14,14
3298,87,Moderna,final,74.0,65,82.0,14,general pop,infection,,14,14
3299,88,Moderna,1,44.0,-6,71.0,20,surgery patients,asymptomatic,,20,20
3300,88,Moderna,final,91.0,72,98.0,14,surgery patients,asymptomatic,,14,14
3301,88,Moderna,1,46.0,53,83.0,20,surgery patients,asymptomatic,,20,20
3302,88,Moderna,final,71.0,53,83.0,14,surgery patients,asymptomatic,,14,14
3303,88,Moderna,1,63.0,44,76.0,20,surgery patients,asymptomatic,,20,20
3304,88,Moderna,final,63.0,44,76.0,14,surgery patients,asymptomatic,,14,14
3305,89,Moderna,1,80.2,57.5,90.8,14,HCW,infection,,14,14
3306,89,Moderna,final,95.2,80,98.8,14,HCW,infection,,14,14
3307,90,Moderna,1,56.0,47,64.0,14,≥ 50 years with ≥ 1 chronic respiratory condition,severe,,14,14
3308,90,Moderna,final,90.0,88,92.0,14,≥ 50 years with ≥ 1 chronic respiratory condition,severe,,14,14
3309,90,Moderna,1,54.0,45,61.0,14,≥ 50 years with ≥ 1 chronic non-respiratory condition,severe,,14,14
3310,90,Moderna,final,88.0,86,90.0,14,≥ 50 years with ≥ 1 chronic non-respiratory condition,severe,,14,14
3311,90,Moderna,final,88.0,84,92.0,20,≥ 50 years,severe,,27,14
3312,90,Moderna,final,86.0,74,93.0,112,≥ 50 years,severe,,112,112
3313,90,Moderna,final,92.0,88,95.0,20,≥ 50 years,symptomatic,,27,14
3314,90,Moderna,final,86.0,74,93.0,112,≥ 50 years,symptomatic,,112,112
3315,91,Moderna,1,71.0,33,94.0,24,pregnant persons,infection,,27,21
3316,91,Moderna,final,96.0,89,100.0,31,pregnant persons,infection,,56,7
3317,91,Moderna,1,76.0,30,100.0,24,pregnant persons,symptomatic,,27,21
3318,91,Moderna,final,97.0,91,100.0,31,pregnant persons,symptomatic,,56,7
3319,91,Moderna,final,89.0,43,100.0,31,pregnant persons,severe,,56,7
3320,94,Moderna,final,86.1,76.5,91.8,104,hospitalized veterans,severe,,104,104
3321,94,Moderna,final,87.2,78.2,92.5,104,hospitalized veterans,severe,,104,104
3322,94,Moderna,final,84.1,74.1,90.2,14,hospitalized veterans,severe,,14,14
3323,94,Moderna,final,89.3,80.1,94.3,14,hospitalized veterans,severe,,14,14
3324,98,Moderna,1,74.0,60,83.0,17,50-69 years,severe,,20,14
3325,98,Moderna,1,65.0,47,77.0,98,50-69 years,severe,,98,98
3326,99,Moderna,final,88.9,84.7,92.0,14,HCW,symptomatic,,14,14
3327,99,Moderna,final,96.3,92.5,98.2,21,HCW,symptomatic,,28,15
3328,99,Moderna,final,80.7,61,90.4,91,HCW,symptomatic,,98,85
3329,99,Moderna,1,39.1,-45,74.4,21,immunocompromised HCW,symptomatic,,21,21
3330,99,Moderna,1,77.1,32.2,92.2,21,pregnant HCW,symptomatic,,21,21
3331,105,Moderna,final,59.0,52,65.0,14,general pop,infection,,14,14
3332,105,Moderna,final,57.0,45,66.0,14,immunocompromised adults,infection,,14,14
3333,118,Moderna,final,76.0,69,81.0,14,immunocompromised adults,severe,,14,14
3334,118,Moderna,final,91.0,90,93.0,14,general pop,severe,,14,14
3335,118,Moderna,final,79.0,74,83.0,14,immunocompromised adults,severe,,14,14
3336,118,Moderna,final,90.0,89,91.0,14,general pop,severe,,14,14
3337,121,Moderna,final,61.6,37.5,80.4,15,contacts of index cases,infection,delta,15,15
3338,121,Moderna,final,67.9,41.3,87.8,15,contacts of index cases,symptomatic,delta,15,15
3339,121,Moderna,final,100.0,,,15,contacts of index cases,severe,delta,15,15
3340,127,Moderna,1,45.0,8,66.0,14,immunocompromised adults,infection,,14,14
3341,127,Moderna,final,58.0,39,73.0,14,immunocompromised adults,infection,,14,14
3342,129,Moderna,final,74.1,62.5,82.1,7,HCW,infection,,7,7
3343,129,Moderna,final,82.8,74,88.6,7,HCW,infection,,7,7
3344,134,Moderna,final,79.0,76,83.0,27,65-79 years,symptomatic,,41,14
3345,134,Moderna,final,39.0,29,48.0,98,65-79 years,symptomatic,,98,98
3346,134,Moderna,final,72.0,61,79.0,27,≥ 80 years,symptomatic,,41,14
3347,134,Moderna,final,34.0,29,48.0,124,≥ 80 years,symptomatic,,124,124
3348,134,Moderna,final,95.0,90,97.0,27,65-79 years,severe,,41,14
3349,134,Moderna,final,93.0,86,96.0,70,65-79 years,severe,,70,70
3350,134,Moderna,final,83.0,68,91.0,27,≥ 80 years,severe,,41,14
3351,134,Moderna,final,63.0,37,78.0,124,≥ 80 years,severe,,124,124
3352,134,Moderna,final,95.0,88,98.0,27,65-79 years,death,,41,14
3353,134,Moderna,final,93.0,87,96.0,70,65-79 years,death,,70,70
3354,134,Moderna,final,87.0,71,93.0,27,≥ 80 years,death,,41,14
3355,134,Moderna,final,75.0,64,82.0,124,≥ 80 years,death,,124,124
3356,136,Moderna,final,94.5,90.7,96.7,28,males 65+,infection,,43,14
3357,136,Moderna,final,87.9,85.9,89.5,88,males 65+,infection,,103,74
3358,136,Moderna,final,92.1,87.2,95.1,28,males 65+,infection,,43,14
3359,136,Moderna,final,67.3,63.2,70.9,148,males 65+,infection,,163,134
3360,136,Moderna,final,62.0,45.6,73.5,28,males 65+,infection,,43,14
3361,136,Moderna,final,24.8,18.8,30.4,238,males 65+,infection,,253,224
3362,142,Moderna,final,96.0,93,98.0,14,general pop,severe,,14,14
3363,142,Moderna,final,93.0,89,95.0,14,general pop,severe,,14,14
3364,142,Moderna,final,87.0,82,91.0,14,general pop,severe,,14,14
3365,142,Moderna,final,83.0,72,88.0,14,general pop,severe,,14,14
3366,143,Moderna,1,31.0,26,35.0,14,general pop,infection,,14,14
3367,143,Moderna,final,65.0,63,68.0,7,general pop,infection,,7,7
3368,143,Moderna,final,69.0,67,70.0,7,general pop,infection,,7,7
3369,143,Moderna,1,55.0,42,64.0,14,general pop,death,,14,14
3370,143,Moderna,final,89.0,84,92.0,7,general pop,death,,7,7
3371,143,Moderna,final,86.0,82,89.0,7,general pop,death,,7,7
3372,154,Moderna,final,36.0,24,45.0,33,general pop,symptomatic,omicron,59,7
3373,154,Moderna,final,2.0,-17,17.0,240,general pop,symptomatic,omicron,240,240
3374,154,Moderna,final,5.0,-25,30.0,33,general pop,infection,omicron,59,7
3375,154,Moderna,final,-18.0,-62,18.0,240,general pop,infection,omicron,240,240
3376,154,Moderna,final,89.0,86,92.0,33,general pop,symptomatic,,59,7
3377,154,Moderna,final,80.0,74,84.0,240,general pop,symptomatic,,240,240
3378,154,Moderna,final,82.0,81,83.0,33,general pop,infection,,59,7
3379,154,Moderna,final,70.0,65,72.0,240,general pop,infection,,240,240
3380,164,Moderna,final,12.0,10,15.0,14,veterans 18+ years,infection,omicron,14,14
3381,164,Moderna,final,63.0,58,67.0,14,veterans 18+ years,severe,omicron,14,14
3382,164,Moderna,final,77.0,67,83.0,14,veterans 18+ years,death,omicron,14,14
3383,164,Moderna,final,54.0,50,57.0,14,veterans 18+ years,infection,delta,14,14
3384,164,Moderna,final,75.0,69,80.0,14,veterans 18+ years,severe,delta,14,14
3385,164,Moderna,final,92.0,83,96.0,14,veterans 18+ years,death,delta,14,14
3386,166,Moderna,final,81.3,80.3,82.3,60,general pop,infection,,60,60
3387,166,Moderna,final,57.8,55.4,60.2,240,general pop,infection,,240,240
3388,166,Moderna,final,96.1,94.5,97.7,60,general pop,severe,,60,60
3389,166,Moderna,final,90.3,86.2,94.4,240,general pop,severe,,240,240
3390,166,Moderna,final,93.4,91.2,95.6,60,general pop,severe,,60,60
3391,166,Moderna,final,83.7,75.1,92.3,240,general pop,severe,,240,240
3392,167,Moderna,final,52.0,46,58.0,96,general pop,symptomatic,,179,14
3393,167,Moderna,final,38.0,32,43.0,180,general pop,symptomatic,,180,180
3394,167,Moderna,final,81.0,65,90.0,96,general pop,severe,,179,14
3395,167,Moderna,final,57.0,39,70.0,180,general pop,severe,,180,180
3396,167,Moderna,final,86.0,85,87.0,96,general pop,symptomatic,,179,14
3397,167,Moderna,final,76.0,75,77.0,180,general pop,symptomatic,,180,180
3398,167,Moderna,final,90.0,89,90.0,96,general pop,severe,,179,14
3399,167,Moderna,final,81.0,80,82.0,180,general pop,severe,,180,180
3400,169,Moderna,1,34.0,28,40.0,14,≥ 75 years,severe,,14,14
3401,169,Moderna,final,86.0,83,89.0,7,≥ 75 years,severe,,7,7
3402,173,Moderna,final,69.0,57,78.0,14,general pop,severe,,14,14
3403,173,Moderna,final,82.0,77,86.0,14,general pop,severe,,14,14
3404,178,Moderna,final,65.0,51,75.0,14,general pop,severe,omicron,14,14
3405,178,Moderna,final,85.0,83,87.0,150,general pop,severe,delta,150,150
3406,178,Moderna,final,90.0,85,93.0,150,general pop,severe,delta,150,150
3407,178,Moderna,1,77.0,71,81.0,14,general pop,severe,,14,14
3408,185,Moderna,final,69.0,62,75.0,60,general pop,symptomatic,,60,60
3409,185,Moderna,final,37.0,34,40.0,150,general pop,symptomatic,,150,150
3410,185,Moderna,final,71.0,51,83.0,60,general pop,severe,,60,60
3411,185,Moderna,final,54.0,48,59.0,150,general pop,severe,,150,150
3412,185,Moderna,final,92.0,91,94.0,60,general pop,symptomatic,,60,60
3413,185,Moderna,final,77.0,76,78.0,150,general pop,symptomatic,,150,150
3414,185,Moderna,final,94.0,92,96.0,60,general pop,severe,,60,60
3415,185,Moderna,final,82.0,82,83.0,150,general pop,severe,,150,150
3416,187,Moderna,final,52.0,33.0,65.0,14,infants <6 months when timing of maternal vaccination was anytime up to 14 days before delivery,severe,,14,14
3417,187,Moderna,final,38.0,3.0,60.0,14,infants <6 months when timing of maternal vaccination was in first 20 weeks,severe,,14,14
3418,187,Moderna,final,69.0,50.0,80.0,14,infants <6 months when timing of maternal vaccination was from 21 weeks' gestation up to 14 days before delivery,severe,,14,14
3419,187,Moderna,final,38.0,8.0,58.0,14,infants <6 months when timing of maternal vaccination was anytime up to 14 days before delivery,severe,,14,14
3420,187,Moderna,final,25.0,-26.0,56.0,14,infants <6 months when timing of maternal vaccination was in first 20 weeks,severe,,14,14
3421,187,Moderna,final,57.0,25.0,75.0,14,infants <6 months when timing of maternal vaccination was from 21 weeks' gestation up to 14 days before delivery,severe,,14,14
3422,187,Moderna,final,80.0,60.0,90.0,14,infants <6 months when timing of maternal vaccination was anytime up to 14 days before delivery,severe,,14,14
3423,187,Moderna,final,68.0,19.0,87.0,14,infants <6 months when timing of maternal vaccination was in first 20 weeks,severe,,14,14
3424,187,Moderna,final,88.0,68.0,96.0,14,infants <6 months when timing of maternal vaccination was from 21 weeks' gestation up to 14 days before delivery,severe,,14,14
3425,198,Moderna,1,41.0,24,54.0,14,hemodialysis patients,infection,,14,14
3426,198,Moderna,final,69.0,58,78.0,7,hemodialysis patients,infection,,7,7
3427,198,Moderna,1,46.0,23,63.0,14,hemodialysis patients,severe,,14,14
3428,198,Moderna,final,83.0,70,90.0,7,hemodialysis patients,severe,,7,7
3429,198,Moderna,1,40.0,13,58.0,14,hemodialysis patients,severe,,14,14
3430,198,Moderna,final,82.0,69,90.0,7,hemodialysis patients,severe,,7,7
3431,198,Moderna,1,71.0,40,86.0,14,hemodialysis patients,death,,14,14
3432,198,Moderna,final,85.0,59,95.0,7,hemodialysis patients,death,,7,7
3433,202,Moderna,1,31.7,-14.2,59.1,28,LTCF residents,infection,,28,28
3434,202,Moderna,final,25.5,-57.5,64.7,48,LTCF residents,infection,,83,14
3435,202,Moderna,final,26.3,-21.7,55.4,84,LTCF residents,infection,,84,84
3436,202,Moderna,1,40.8,-16,69.7,28,LTCF residents,severe,,28,28
3437,202,Moderna,final,88.8,16.8,98.5,48,LTCF residents,severe,,83,14
3438,202,Moderna,final,65.1,33.6,81.6,84,LTCF residents,severe,,84,84
3439,202,Moderna,1,58.6,25.3,77.0,28,LTCF residents,death,,28,28
3440,202,Moderna,final,100.0,,,48,LTCF residents,death,,83,14
3441,202,Moderna,final,66.1,26,84.4,84,LTCF residents,death,,84,84
3442,202,Moderna,1,27.0,4.4,44.3,28,LTCF staff,infection,,28,28
3443,202,Moderna,final,60.7,44.2,72.4,48,LTCF staff,infection,,83,14
3444,202,Moderna,final,45.1,31.3,56.2,84,LTCF staff,infection,,84,84
3445,202,Moderna,1,100.0,,,28,LTCF staff,severe,,28,28
3446,202,Moderna,final,100.0,,,48,LTCF staff,severe,,83,14
3447,202,Moderna,final,92.1,69.3,97.9,84,LTCF staff,severe,,84,84
3448,211,Moderna,final,79.0,66,87.0,14,general pop,severe,,14,14
3449,211,Moderna,final,88.0,86,90.0,14,general pop,severe,,14,14
3450,211,Moderna,final,92.0,90,94.0,82,general pop,severe,,150,14
3451,211,Moderna,final,84.0,80,87.0,150,general pop,severe,,150,150
3452,213,Moderna,final,26.0,22,30.0,96,general pop,infection,,179,14
3453,213,Moderna,final,7.0,4,10.0,180,general pop,infection,,180,180
3454,213,Moderna,final,70.0,68,72.0,96,general pop,infection,,179,14
3455,213,Moderna,final,53.0,52,55.0,180,general pop,infection,,180,180
3456,218,Moderna,final,84.1,83.2,85.0,38,general pop,infection,,63,14
3457,218,Moderna,final,40.7,23.9,53.8,150,general pop,infection,,175,126
3458,220,Moderna,final,68.0,63,72.0,14,general pop,infection,,14,14
3459,223,Moderna,final,46.0,25,61.0,14,HCW,infection,omicron,14,14
3460,223,Moderna,final,65.0,49,76.0,14,HCW,infection,delta,14,14
3461,224,Moderna,final,29.0,-19,58.0,14,transplant recipients,severe,,14,14
3462,224,Moderna,final,72.0,64,79.0,14,immunocompromised adults,severe,,14,14
3463,224,Moderna,final,88.0,87,90.0,14,general pop,severe,,14,14
3464,224,Moderna,final,31.0,-27,63.0,14,transplant recipients,severe,,14,14
3465,224,Moderna,final,73.0,64,80.0,14,immunocompromised adults,severe,,14,14
3466,224,Moderna,final,90.0,89,92.0,14,general pop,severe,,14,14
3467,227,Moderna,final,45.0,14,66.0,81,general pop,symptomatic,omicron,149,14
3468,227,Moderna,final,11.0,-21,35.0,150,general pop,symptomatic,omicron,150,150
3469,227,Moderna,final,89.0,78,94.0,81,general pop,symptomatic,delta,149,14
3470,227,Moderna,final,58.0,44,68.0,150,general pop,symptomatic,delta,150,150
3471,230,Moderna,1,33.0,15,47.2,14,general pop,severe,,14,14
3472,230,Moderna,1,58.8,41.3,71.1,14,general pop,severe,,14,14
3473,231,Moderna,final,51.0,-27,81.0,14,general pop,infection,delta,14,14
3474,231,Moderna,final,67.0,-7,90.0,14,general pop,symptomatic,delta,14,14
3475,231,Moderna,final,61.0,-59,90.0,14,general pop,severe,delta,14,14
3476,231,Moderna,final,80.0,-10,96.0,14,general pop,death,delta,14,14
3477,233,Moderna,final,98.0,95,99.0,31,general pop,severe,,55,7
3478,233,Moderna,final,98.0,95,99.0,112,general pop,severe,,112,112
3479,236,Moderna,final,39.8,38.4,41.2,22,12-59 years,infection,,30,14
3480,236,Moderna,final,13.2,12.5,13.9,120,12-59 years,infection,,120,120
3481,236,Moderna,final,62.4,46.3,73.6,22,12-59 years,severe,,30,14
3482,236,Moderna,final,65.9,62,69.4,120,12-59 years,severe,,120,120
3483,236,Moderna,final,92.2,91.8,92.6,22,12-59 years,infection,,30,14
3484,236,Moderna,final,64.9,64,65.8,120,12-59 years,infection,,120,120
3485,236,Moderna,final,99.1,98,99.6,22,12-59 years,severe,,30,14
3486,236,Moderna,final,91.6,89.5,93.2,120,12-59 years,severe,,120,120
3487,236,Moderna,final,39.9,26.4,50.9,22,≥ 60 years,infection,,30,14
3488,236,Moderna,final,4.7,0.2,8.9,120,≥ 60 years,infection,,120,120
3489,236,Moderna,final,82.2,75.3,87.1,22,≥ 60 years,infection,,30,14
3490,236,Moderna,final,49.8,46.5,52.8,120,≥ 60 years,infection,,120,120
3491,236,Moderna,final,97.7,95.2,98.9,45,≥ 60 years,severe,,60,31
3492,236,Moderna,final,86.2,84.2,87.9,120,≥ 60 years,severe,,120,120
3493,236,Moderna,final,91.0,88.5,92.9,22,≥ 60 years,infection,,30,14
3494,236,Moderna,final,71.5,54.7,82.1,120,≥ 60 years,infection,,120,120
3495,236,Moderna,final,96.4,92.6,98.3,22,≥ 60 years,severe,,30,14
3496,236,Moderna,final,90.5,67,97.2,120,≥ 60 years,severe,,120,120
3497,237,Moderna,final,28.5,20,36.2,77,general pop,infection,omicron,140,14
3498,237,Moderna,final,15.3,10.4,20.0,150,general pop,infection,omicron,150,150
3499,237,Moderna,final,36.1,7.1,56.1,77,general pop,infection,omicron,140,14
3500,237,Moderna,final,34.0,18.5,46.5,150,general pop,infection,omicron,150,150
3501,237,Moderna,final,30.7,20.6,39.6,77,general pop,infection,omicron,140,14
3502,237,Moderna,final,20.0,14,25.6,150,general pop,infection,omicron,150,150
3503,237,Moderna,final,14.3,-43.1,48.7,77,general pop,infection,omicron,140,14
3504,237,Moderna,final,18.8,-9,39.5,150,general pop,infection,omicron,150,150
3505,239,Moderna,final,83.0,80,86.0,7,individuals with rheumatoid arthritis,infection,,7,7
3506,239,Moderna,final,92.0,88,95.0,7,individuals with rheumatoid arthritis,severe,,7,7
3507,239,Moderna,final,89.0,83,93.0,7,individuals with ankylosing spondylitis,infection,,7,7
3508,239,Moderna,final,97.0,83,99.0,7,individuals with ankylosing spondylitis,severe,,7,7
3509,239,Moderna,final,84.0,81,86.0,7,individuals with psoriasis,infection,,7,7
3510,239,Moderna,final,92.0,86,95.0,7,individuals with psoriasis,severe,,7,7
3511,239,Moderna,final,79.0,74,82.0,7,individuals with inflammatory bowel disease,infection,,7,7
3512,239,Moderna,final,94.0,88,97.0,7,individuals with inflammatory bowel disease,severe,,7,7
3513,241,Moderna,final,81.0,59.9,90.1,14,12-17 years,severe,,14,14
3514,241,Moderna,final,78.2,42,90.3,14,12-17 years,severe,,14,14
3515,243,Moderna,final,43.0,41,45.0,15,general pop,symptomatic,omicron,30,0
3516,243,Moderna,final,11.0,10,13.0,180,general pop,symptomatic,omicron,180,180
3517,243,Moderna,final,59.0,49,70.0,15,general pop,severe,omicron,30,0
3518,243,Moderna,final,56.0,51,62.0,180,general pop,severe,omicron,180,180
3519,243,Moderna,final,70.0,40,97.0,15,general pop,severe,omicron,30,0
3520,243,Moderna,final,72.0,63,81.0,180,general pop,severe,omicron,180,180
3521,243,Moderna,final,60.0,24,92.0,15,general pop,death,omicron,30,0
3522,243,Moderna,final,54.0,41,69.0,180,general pop,death,omicron,180,180
3523,243,Moderna,final,78.0,77,80.0,15,general pop,symptomatic,delta,30,0
3524,243,Moderna,final,63.0,62,64.0,180,general pop,symptomatic,delta,180,180
3525,243,Moderna,final,91.0,87,95.0,15,general pop,severe,delta,30,0
3526,243,Moderna,final,90.0,89,91.0,180,general pop,severe,delta,180,180
3527,243,Moderna,final,93.0,86,99.0,15,general pop,severe,delta,30,0
3528,243,Moderna,final,95.0,93,97.0,180,general pop,severe,delta,180,180
3529,243,Moderna,final,90.0,79,100.0,15,general pop,death,delta,30,0
3530,243,Moderna,final,87.0,83,91.0,180,general pop,death,delta,180,180
3531,248,Moderna,final,42.0,41,44.0,7,general pop,infection,,7,7
