Study ID,first author,study design,publication date,primary series vaccine,booster vaccine,historyofCOVID ,reference group,timing_of_dose_days,outcome_detail,outcome_category,country,population_detail,population_category,VE,LCL,UCL,variant_sequenced,variant_context,max duration follow-up,notes,,,,
172,Carazo,Test-negative case-control,27Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,excluded,unvaccinated individuals,91-179,hospitalization,severe,Canada,≥ 60 years,≥ 60 years,85.0,69.0,93.0,,omicron BA.2,~9 weeks,,,,,
172,Carazo,Test-negative case-control,27Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,excluded,complete vaccination with 2 doses 6+ months prior,7+,hospitalization,severe,Canada,≥ 60 years,≥ 60 years,61.0,52.0,68.0,,omicron BA.2,~9 weeks,,,,,
172,Carazo,Test-negative case-control,27Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,excluded,unvaccinated individuals,7+,hospitalization,severe,Canada,≥ 60 years,≥ 60 years,68.0,63.0,72.0,,omicron BA.4/BA.5,~30 weeks,,,,,
172,Carazo,Test-negative case-control,27Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,excluded,unvaccinated individuals,7-90,hospitalization,severe,Canada,≥ 60 years,≥ 60 years,80.0,76.0,83.0,,omicron BA.4/BA.5,~30 weeks,,,,,
172,Carazo,Test-negative case-control,27Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,excluded,unvaccinated individuals,270-359,hospitalization,severe,Canada,≥ 60 years,≥ 60 years,75.0,-9.0,94.0,,omicron BA.4/BA.5,~30 weeks,,,,,
172,Carazo,Test-negative case-control,27Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,excluded,complete vaccination with 2 doses 6+ months prior,7+,hospitalization,severe,Canada,≥ 60 years,≥ 60 years,47.0,39.0,53.0,,omicron BA.4/BA.5,~30 weeks,,,,,
172,Carazo,Test-negative case-control,27Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (4 doses),Moderna,excluded,unvaccinated individuals,7+,hospitalization,severe,Canada,≥ 60 years,≥ 60 years,74.0,68.0,78.0,,omicron BA.4/BA.5,~10 weeks,,,,,
172,Carazo,Test-negative case-control,27Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (4 doses),Moderna,excluded,unvaccinated individuals,7-90,hospitalization,severe,Canada,≥ 60 years,≥ 60 years,73.0,67.0,78.0,,omicron BA.4/BA.5,~10 weeks,,,,,
172,Carazo,Test-negative case-control,27Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (4 doses),Moderna,excluded,unvaccinated individuals,91-179,hospitalization,severe,Canada,≥ 60 years,≥ 60 years,57.0,11.0,79.0,,omicron BA.4/BA.5,~10 weeks,,,,,
172,Carazo,Test-negative case-control,27Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (4 doses),Moderna,excluded,complete vaccination with 2 doses 6+ months prior,7+,hospitalization,severe,Canada,≥ 60 years,≥ 60 years,56.0,48.0,63.0,,omicron BA.4/BA.5,~10 weeks,,,,,
173,Arbel,Retrospective cohort,03Jan2023,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (≥2 doses),"Omicron BA.4/BA.5 bivalent BNT162b2 (Pfizer) (3rd, 4th, or 5th dose)",included,≥2 doses of monovalent mRNA vaccine,14+,hospitalization,severe,Israel,≥ 65 years,≥ 65 years,81.0,58.0,92.0,,omicron BA.5,~10 weeks,"This estimate does not meet inclusion critiera for the systematic review, however, it is included here due to limited available data for bivalent vaccines.",,,,
173,Arbel,Retrospective cohort,03Jan2023,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (≥2 doses),"Omicron BA.4/BA.5 bivalent BNT162b2 (Pfizer) (3rd, 4th, or 5th dose)",included,≥2 doses of monovalent mRNA vaccine,14+,death,death,Israel,≥ 65 years,≥ 65 years,86.0,-3.0,98.0,,omicron BA.5,~10 weeks,"This estimate does not meet inclusion critiera for the systematic review, however, it is included here due to limited available data for bivalent vaccines.",,,,
174,Lewis,Test-negative case-control,31Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,complete vaccination at least 150 days prior,7+,hospitalization,severe,USA,≥ 18 years,general pop,66.0,55.0,74.0,,"omicron BA.1, BA.2",~26 weeks,,,,,
174,Lewis,Test-negative case-control,31Dec2022,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,7+,hospitalization,severe,USA,≥ 18 years,general pop,81.0,75.0,86.0,,"omicron BA.1, BA.2",~26 weeks,,,,,
175,Dalton,Test-negative case-control,06Jan2023,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,7+,ED/UC visit,symptomatic,USA,"≥ 18 years, Social Vulnerability Index Quartile 1","≥ 18 years, Social Vulnerability Index Quartile 1",78.0,76.0,80.0,,omicron BA.1,~25 weeks,,,,,
175,Dalton,Test-negative case-control,06Jan2023,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,7+,hospitalization,severe,USA,"≥ 18 years, Social Vulnerability Index Quartile 1","≥ 18 years, Social Vulnerability Index Quartile 1",88.0,85.0,91.0,,omicron BA.1,~25 weeks,,,,,
175,Dalton,Test-negative case-control,06Jan2023,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,7+,ED/UC visit,symptomatic,USA,"≥ 18 years, Social Vulnerability Index Quartile 2","≥ 18 years, Social Vulnerability Index Quartile 2",80.0,77.0,82.0,,omicron BA.1,~25 weeks,,,,,
175,Dalton,Test-negative case-control,06Jan2023,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,7+,hospitalization,severe,USA,"≥ 18 years, Social Vulnerability Index Quartile 2","≥ 18 years, Social Vulnerability Index Quartile 2",89.0,87.0,92.0,,omicron BA.1,~25 weeks,,,,,
175,Dalton,Test-negative case-control,06Jan2023,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,7+,ED/UC visit,symptomatic,USA,"≥ 18 years, Social Vulnerability Index Quartile 3","≥ 18 years, Social Vulnerability Index Quartile 3",80.0,77.0,83.0,,omicron BA.1,~25 weeks,,,,,
175,Dalton,Test-negative case-control,06Jan2023,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,7+,hospitalization,severe,USA,"≥ 18 years, Social Vulnerability Index Quartile 3","≥ 18 years, Social Vulnerability Index Quartile 3",87.0,83.0,90.0,,omicron BA.1,~25 weeks,,,,,
175,Dalton,Test-negative case-control,06Jan2023,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,7+,ED/UC visit,symptomatic,USA,"≥ 18 years, Social Vulnerability Index Quartile 4","≥ 18 years, Social Vulnerability Index Quartile 4",76.0,72.0,80.0,,omicron BA.1,~25 weeks,,,,,
175,Dalton,Test-negative case-control,06Jan2023,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,7+,hospitalization,severe,USA,"≥ 18 years, Social Vulnerability Index Quartile 4","≥ 18 years, Social Vulnerability Index Quartile 4",82.0,76.0,86.0,,omicron BA.1,~25 weeks,,,,,
175,Dalton,Test-negative case-control,06Jan2023,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,7+,ED/UC visit,symptomatic,USA,"≥ 18 years, Social Vulnerability Index Quartile 1","≥ 18 years, Social Vulnerability Index Quartile 1",96.0,95.0,96.0,,delta,~11.5 weeks,,,,,
175,Dalton,Test-negative case-control,06Jan2023,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,7+,hospitalization,severe,USA,"≥ 18 years, Social Vulnerability Index Quartile 1","≥ 18 years, Social Vulnerability Index Quartile 1",97.0,95.0,98.0,,delta,~11.5 weeks,,,,,
175,Dalton,Test-negative case-control,06Jan2023,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,7+,ED/UC visit,symptomatic,USA,"≥ 18 years, Social Vulnerability Index Quartile 2","≥ 18 years, Social Vulnerability Index Quartile 2",95.0,93.0,96.0,,delta,~11.5 weeks,,,,,
175,Dalton,Test-negative case-control,06Jan2023,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,7+,hospitalization,severe,USA,"≥ 18 years, Social Vulnerability Index Quartile 2","≥ 18 years, Social Vulnerability Index Quartile 2",98.0,96.0,99.0,,delta,~11.5 weeks,,,,,
175,Dalton,Test-negative case-control,06Jan2023,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,7+,ED/UC visit,symptomatic,USA,"≥ 18 years, Social Vulnerability Index Quartile 3","≥ 18 years, Social Vulnerability Index Quartile 3",95.0,93.0,97.0,,delta,~11.5 weeks,,,,,
175,Dalton,Test-negative case-control,06Jan2023,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,7+,hospitalization,severe,USA,"≥ 18 years, Social Vulnerability Index Quartile 3","≥ 18 years, Social Vulnerability Index Quartile 3",94.0,90.0,97.0,,delta,~11.5 weeks,,,,,
175,Dalton,Test-negative case-control,06Jan2023,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,7+,ED/UC visit,symptomatic,USA,"≥ 18 years, Social Vulnerability Index Quartile 4","≥ 18 years, Social Vulnerability Index Quartile 4",93.0,89.0,95.0,,delta,~11.5 weeks,,,,,
175,Dalton,Test-negative case-control,06Jan2023,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,7+,hospitalization,severe,USA,"≥ 18 years, Social Vulnerability Index Quartile 4","≥ 18 years, Social Vulnerability Index Quartile 4",94.0,88.0,97.0,,delta,~11.5 weeks,,,,,
176,Tartof,Test-negative case-control,11Jan2023,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,excluded,unvaccinated individuals,7+,symptomatic disease,symptomatic,USA,≥ 18 years,general pop,23.0,-72.0,65.0,,omicron,~27 weeks,,,,,
176,Tartof,Test-negative case-control,11Jan2023,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,previously infected only,unvaccinated individuals,7+,symptomatic disease,symptomatic,USA,≥ 18 years,general pop,57.0,20.0,76.0,,omicron,~27 weeks,,,,,
176,Tartof,Test-negative case-control,11Jan2023,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,excluded,unvaccinated individuals,7+,symptomatic disease,symptomatic,USA,≥ 18 years,general pop,97.0,60.0,100.0,,delta,~9 weeks,,,,,
176,Tartof,Test-negative case-control,11Jan2023,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,previously infected only,unvaccinated individuals,7+,symptomatic disease,symptomatic,USA,≥ 18 years,general pop,87.0,-86.0,99.0,,delta,~9 weeks,,,,,
176,Tartof,Test-negative case-control,11Jan2023,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,excluded,unvaccinated individuals,7+,symptomatic disease,symptomatic,USA,≥ 18 years,general pop,53.0,10.0,76.0,,omicron or delta,~27 weeks,,,,,
176,Tartof,Test-negative case-control,11Jan2023,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,previously infected only,unvaccinated individuals,7+,symptomatic disease,symptomatic,USA,≥ 18 years,general pop,55.0,21.0,74.0,,omicron or delta,~27 weeks,,,,,
177,Tamandiou,Test-negative case-control,12Jan2023,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,complete vaccination with primary series plus any mRNA booster dose received 6-7 months prior,7-30,symptomatic disease,symptomatic,France,≥ 60 years,≥ 60 years,39.3,37.8,40.7,,"omicron BA.2, BA.4, BA.5",~30 weeks,,,,,
177,Tamandiou,Test-negative case-control,12Jan2023,BNT162b2 (Pfizer) or mRNA-1273 (Moderna) (3 doses),Moderna,included,complete vaccination with primary series plus any mRNA booster dose received 6-7 months prior,180-210,symptomatic disease,symptomatic,France,≥ 60 years,≥ 60 years,-32.6,-39.1,26.4,,"omicron BA.2, BA.4, BA.5",~30 weeks,,,,,
178,Villar,Prospective cohort,17Jan2023,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,0+,infection,infection,Multiple,pregnant women,pregnant women,32.0,20.0,42.0,,omicron,~46 weeks,,,,,
178,Villar,Prospective cohort,17Jan2023,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,0+,moderate disease,symptomatic,Multiple,pregnant women,pregnant women,54.0,34.0,68.0,,omicron,~46 weeks,,,,,
178,Villar,Prospective cohort,17Jan2023,BNT162b2 (Pfizer) or mRNA-1273 (Moderna),Moderna,included,unvaccinated individuals,0+,severe disease or death,severe,Multiple,pregnant women,pregnant women,81.0,47.0,93.0,,omicron,~46 weeks,,,,,
179,Andersson,Retrospective cohort,19Jan2023,AZD1222 or BNT162b2 or mRNA-1273 (primary) + BNT162b2 or mRNA-1273 (3rd dose),Moderna,included,complete vaccination with 3 doses (AZD1222 or BNT162b2 or mRNA-1273 primary + BNT162b2 or mRNA-1273 3rd dose),7+,hospitalization,severe,Denmark,≥ 50 years,≥ 50 years,74.1,66.3,82.0,,omicron BA.4/BA.5,~6 weeks,,,,,
179,Andersson,Retrospective cohort,19Jan2023,AZD1222 or BNT162b2 or mRNA-1273 (primary) + BNT162b2 or mRNA-1273 (3rd dose),Moderna,included,complete vaccination with 3 doses (AZD1222 or BNT162b2 or mRNA-1273 primary + BNT162b2 or mRNA-1273 3rd dose),7+,death,death,Denmark,≥ 50 years,≥ 50 years,87.5,79.3,95.7,,omicron BA.4/BA.5,~6 weeks,,,,,
179,Andersson,Retrospective cohort,19Jan2023,AZD1222 or BNT162b2 or mRNA-1273 (primary) + BNT162b2 or mRNA-1273 (3rd dose),Moderna,included,complete vaccination with 3 doses (AZD1222 or BNT162b2 or mRNA-1273 primary + BNT162b2 or mRNA-1273 3rd dose),7+,hospitalization,severe,Denmark,≥ 50 years,≥ 50 years,73.0,66.1,79.9,,omicron BA.4/BA.5,~6 weeks,,,,,
179,Andersson,Retrospective cohort,19Jan2023,AZD1222 or BNT162b2 or mRNA-1273 (primary) + BNT162b2 or mRNA-1273 (3rd dose),Moderna,included,complete vaccination with 3 doses (AZD1222 or BNT162b2 or mRNA-1273 primary + BNT162b2 or mRNA-1273 3rd dose),7+,death,death,Denmark,≥ 50 years,≥ 50 years,79.8,70.5,89.1,,omicron BA.4/BA.5,~6 weeks,,,,,
179,Andersson,Retrospective cohort,19Jan2023,AZD1222 or BNT162b2 or mRNA-1273 (primary) + BNT162b2 or mRNA-1273 (3rd dose),Moderna,included,complete vaccination with 3 doses (AZD1222 or BNT162b2 or mRNA-1273 primary + BNT162b2 or mRNA-1273 3rd dose),7+,hospitalization,severe,Denmark,≥ 50 years,≥ 50 years,75.5,34.2,100.0,,omicron BA.4/BA.5,~11 weeks,,,,,
179,Andersson,Retrospective cohort,19Jan2023,AZD1222 or BNT162b2 or mRNA-1273 (primary) + BNT162b2 or mRNA-1273 (3rd dose),Moderna,included,complete vaccination with 3 doses (AZD1222 or BNT162b2 or mRNA-1273 primary + BNT162b2 or mRNA-1273 3rd dose),7+,hospitalization,severe,Finland,≥ 50 years,≥ 50 years,91.2,79.9,100.0,,omicron BA.4/BA.5,~6 weeks,,,,,
179,Andersson,Retrospective cohort,19Jan2023,AZD1222 or BNT162b2 or mRNA-1273 (primary) + BNT162b2 or mRNA-1273 (3rd dose),Moderna,included,complete vaccination with 3 doses (AZD1222 or BNT162b2 or mRNA-1273 primary + BNT162b2 or mRNA-1273 3rd dose),7+,death,death,Finland,≥ 50 years,≥ 50 years,39.8,-30.7,100.0,,omicron BA.4/BA.5,~6 weeks,,,,,
179,Andersson,Retrospective cohort,19Jan2023,AZD1222 or BNT162b2 or mRNA-1273 (primary) + BNT162b2 or mRNA-1273 (3rd dose),Moderna,included,complete vaccination with 3 doses (AZD1222 or BNT162b2 or mRNA-1273 primary + BNT162b2 or mRNA-1273 3rd dose),7+,hospitalization,severe,Finland,≥ 50 years,≥ 50 years,85.8,67.5,100.0,,omicron BA.4/BA.5,~8 weeks,,,,,
179,Andersson,Retrospective cohort,19Jan2023,AZD1222 or BNT162b2 or mRNA-1273 (primary) + BNT162b2 or mRNA-1273 (3rd dose),Moderna,included,complete vaccination with 3 doses (AZD1222 or BNT162b2 or mRNA-1273 primary + BNT162b2 or mRNA-1273 3rd dose),7+,death,death,Finland,≥ 50 years,≥ 50 years,33.6,-58.7,100.0,,omicron BA.4/BA.5,~8 weeks,,,,,
179,Andersson,Retrospective cohort,19Jan2023,AZD1222 or BNT162b2 or mRNA-1273 (primary) + BNT162b2 or mRNA-1273 (3rd dose),Moderna,included,complete vaccination with 3 doses (AZD1222 or BNT162b2 or mRNA-1273 primary + BNT162b2 or mRNA-1273 3rd dose),7+,hospitalization,severe,Finland,≥ 50 years,≥ 50 years,53.6,35.6,71.6,,omicron BA.4/BA.5,~17 weeks,,,,,
179,Andersson,Retrospective cohort,19Jan2023,AZD1222 or BNT162b2 or mRNA-1273 (primary) + BNT162b2 or mRNA-1273 (3rd dose),Moderna,included,complete vaccination with 3 doses (AZD1222 or BNT162b2 or mRNA-1273 primary + BNT162b2 or mRNA-1273 3rd dose),7+,death,death,Finland,≥ 50 years,≥ 50 years,60.9,43.3,78.5,,omicron BA.4/BA.5,~17 weeks,,,,,
179,Andersson,Retrospective cohort,19Jan2023,AZD1222 or BNT162b2 or mRNA-1273 (primary) + BNT162b2 or mRNA-1273 (3rd dose),Moderna,included,complete vaccination with 3 doses (AZD1222 or BNT162b2 or mRNA-1273 primary + BNT162b2 or mRNA-1273 3rd dose),7+,hospitalization,severe,Norway,≥ 50 years,≥ 50 years,76.6,61.0,92.3,,omicron BA.4/BA.5,~6 weeks,,,,,
179,Andersson,Retrospective cohort,19Jan2023,AZD1222 or BNT162b2 or mRNA-1273 (primary) + BNT162b2 or mRNA-1273 (3rd dose),Moderna,included,complete vaccination with 3 doses (AZD1222 or BNT162b2 or mRNA-1273 primary + BNT162b2 or mRNA-1273 3rd dose),7+,death,death,Norway,≥ 50 years,≥ 50 years,57.3,-33.5,100.0,,omicron BA.4/BA.5,~6 weeks,,,,,
179,Andersson,Retrospective cohort,19Jan2023,AZD1222 or BNT162b2 or mRNA-1273 (primary) + BNT162b2 or mRNA-1273 (3rd dose),Moderna,included,complete vaccination with 3 doses (AZD1222 or BNT162b2 or mRNA-1273 primary + BNT162b2 or mRNA-1273 3rd dose),7+,hospitalization,severe,Norway,≥ 50 years,≥ 50 years,67.9,54.7,81.1,,omicron BA.4/BA.5,~9 weeks,,,,,
179,Andersson,Retrospective cohort,19Jan2023,AZD1222 or BNT162b2 or mRNA-1273 (primary) + BNT162b2 or mRNA-1273 (3rd dose),Moderna,included,complete vaccination with 3 doses (AZD1222 or BNT162b2 or mRNA-1273 primary + BNT162b2 or mRNA-1273 3rd dose),7+,death,death,Norway,≥ 50 years,≥ 50 years,84.7,61.9,100.0,,omicron BA.4/BA.5,~9 weeks,,,,,
179,Andersson,Retrospective cohort,19Jan2023,AZD1222 or BNT162b2 or mRNA-1273 (primary) + BNT162b2 or mRNA-1273 (3rd dose),Moderna,included,complete vaccination with 3 doses (AZD1222 or BNT162b2 or mRNA-1273 primary + BNT162b2 or mRNA-1273 3rd dose),7+,hospitalization,severe,Norway,≥ 50 years,≥ 50 years,69.3,61.6,77.0,,omicron BA.4/BA.5,~19 weeks,,,,,
179,Andersson,Retrospective cohort,19Jan2023,AZD1222 or BNT162b2 or mRNA-1273 (primary) + BNT162b2 or mRNA-1273 (3rd dose),Moderna,included,complete vaccination with 3 doses (AZD1222 or BNT162b2 or mRNA-1273 primary + BNT162b2 or mRNA-1273 3rd dose),7+,death,death,Norway,≥ 50 years,≥ 50 years,60.9,43.3,78.5,,omicron BA.4/BA.5,~19 weeks,,,,,
179,Andersson,Retrospective cohort,19Jan2023,AZD1222 or BNT162b2 or mRNA-1273 (primary) + BNT162b2 or mRNA-1273 (3rd dose),Moderna,included,complete vaccination with 3 doses (AZD1222 or BNT162b2 or mRNA-1273 primary + BNT162b2 or mRNA-1273 3rd dose),7+,hospitalization,severe,Sweden,≥ 50 years,≥ 50 years,78.7,63.5,94.0,,omicron BA.4/BA.5,~4 weeks,,,,,
179,Andersson,Retrospective cohort,19Jan2023,AZD1222 or BNT162b2 or mRNA-1273 (primary) + BNT162b2 or mRNA-1273 (3rd dose),Moderna,included,complete vaccination with 3 doses (AZD1222 or BNT162b2 or mRNA-1273 primary + BNT162b2 or mRNA-1273 3rd dose),7+,death,death,Sweden,≥ 50 years,≥ 50 years,80.5,55.4,100.0,,omicron BA.4/BA.5,~4 weeks,,,,,
179,Andersson,Retrospective cohort,19Jan2023,AZD1222 or BNT162b2 or mRNA-1273 (primary) + BNT162b2 or mRNA-1273 (3rd dose),Moderna,included,complete vaccination with 3 doses (AZD1222 or BNT162b2 or mRNA-1273 primary + BNT162b2 or mRNA-1273 3rd dose),7+,hospitalization,severe,Sweden,≥ 50 years,≥ 50 years,64.9,57.7,72.2,,omicron BA.4/BA.5,~13 weeks,,,,,
