study ID,first author,vaccine,dose_number,dose,days_since_first_dose,outcome_detail,outcome_category,country,population_detail,population_category,VE,LCL,UCL,variant_sequenced,variant_context,max duration follow-up,dose interval,notes,
338,Surie,Moderna,2,final,14-150,hospitalization with COVID-like illness,severe,USA,≥18 years,general pop,63,46,75,,omicron BA.1/BA.2,~74 weeks,,,
338,Surie,Moderna,2,final,150+,hospitalization with COVID-like illness,severe,USA,≥18 years,general pop,34,20,46,,omicron BA.1/BA.2,~74 weeks,,,
338,Surie,Moderna,2,final,14-150,hospitalization with COVID-like illness,severe,USA,≥18 years,general pop,83,35,96,,omicron BA.4/BA.5,~82 weeks,,,
338,Surie,Moderna,2,final,150+,hospitalization with COVID-like illness,severe,USA,≥18 years,general pop,37,12,55,,omicron BA.4/BA.5,~82 weeks,,,
340,Nordstrom,Moderna,2,final,7+,infection,infection,Sweden,"adolescents vaccinated on or after January 1, 2022",adolescents,47,43,51,,omicron,~6 weeks,,,
340,Nordstrom,Moderna,2,final,7+,infection,infection,Sweden,"adolescents vaccinated on or after September 1, 2021",adolescents,4,2,6,,omicron,~24 weeks,,,
340,Nordstrom,Moderna,2,final,7+,hospitalization with COVID-19 as the main diagnosis,severe,Sweden,"adolescents vaccinated on or after November 15, 2021",adolescents,86,63,95,,omicron,~27 weeks,,,
340,Nordstrom,Moderna,2,final,48+,hospitalization with COVID-19 as the main diagnosis,severe,Sweden,"adolescents vaccinated before November 15, 2021",adolescents,68,25,86,,omicron,~45 weeks,,,
343,Grewal,Moderna,2,final,240-299,severe disease,severe,Canada,50-59 years,50-59 years,83,76,88,omicron BA.1/BA.2,omicron BA.1/BA.2,~74 weeks,,,
343,Grewal,Moderna,2,final,300+,severe disease,severe,Canada,50-59 years,50-59 years,83,74,89,omicron BA.1/BA.2,omicron BA.1/BA.2,~74 weeks,,,
343,Grewal,Moderna,2,final,300+,severe disease,severe,Canada,60-69 years,60-69 years,79,71,86,omicron BA.1/BA.2,omicron BA.1/BA.2,~74 weeks,,,
343,Grewal,Moderna,2,final,300+,severe disease,severe,Canada,70-79 years,70-79 years,80,72,86,omicron BA.1/BA.2,omicron BA.1/BA.2,~74 weeks,,,
343,Grewal,Moderna,2,final,300+,severe disease,severe,Canada,≥80 years,≥80 years,72,62,79,omicron BA.1/BA.2,omicron BA.1/BA.2,~74 weeks,,,
343,Grewal,Moderna,2,final,240-299,severe disease,severe,Canada,50-59 years,50-59 years,87,43,97,omicron BA.4/BA.5,omicron BA.4/BA.5,~86 weeks,,,
343,Grewal,Moderna,2,final,300+,severe disease,severe,Canada,50-59 years,50-59 years,56,30,72,omicron BA.4/BA.5,omicron BA.4/BA.5,~86 weeks,,,
343,Grewal,Moderna,2,final,300+,severe disease,severe,Canada,60-69 years,60-69 years,43,16,61,omicron BA.4/BA.5,omicron BA.4/BA.5,~86 weeks,,,
343,Grewal,Moderna,2,final,300+,severe disease,severe,Canada,70-79 years,70-79 years,48,25,64,omicron BA.4/BA.5,omicron BA.4/BA.5,~86 weeks,,,
343,Grewal,Moderna,2,final,300+,severe disease,severe,Canada,≥80 years,≥80 years,40,18,56,omicron BA.4/BA.5,omicron BA.4/BA.5,~86 weeks,,,
344,Chemaitelly,Moderna,2,final,91+ (90+ days post primary Omicron infection),reinfection,reinfection,Qatar,≥18 years with prior breakthrough Omicron infection,≥18 years with prior breakthrough Omicron infection,57,52,62,,omicron,~85 weeks,,,
346,Jorgensen,Moderna,2,final,14+,infection,infection,Canada,infants < 6 months,mothers of infants < 6 months,45,37,53,,omicron,~66 weeks,,,
346,Jorgensen,Moderna,2,final,14+,infection,infection,Canada,infants < 6 months of mothers receiving second dose in first trimester,infants < 6 months of mothers receiving second dose in first trimester,47,31,59,,omicron,~66 weeks,,,
346,Jorgensen,Moderna,2,final,14+,infection,infection,Canada,infants < 6 months of mothers receiving second dose in second trimester,infants < 6 months of mothers receiving second dose in second trimester,37,24,47,,omicron,~66 weeks,,,
346,Jorgensen,Moderna,2,final,14+,infection,infection,Canada,infants < 6 months of mothers receiving second dose in third trimester,infants < 6 months of mothers receiving second dose in third trimester,53,42,62,,omicron,~66 weeks,,,
346,Jorgensen,Moderna,2,final,14+,infection,infection,Canada,infants 0-8 weeks,infants 0-8 weeks,57,44,66,,omicron,~66 weeks,,,
346,Jorgensen,Moderna,2,final,14+,infection,infection,Canada,infants 9-16 weeks,infants 9-16 weeks,47,31,60,,omicron,~66 weeks,,,
346,Jorgensen,Moderna,2,final,14+,infection,infection,Canada,infants >16 weeks and < 6 months,infants >16 weeks and < 6 months,40,21,54,,omicron,~66 weeks,,,
346,Jorgensen,Moderna,2,final,14+,hospitalization,severe,Canada,infants < 6 months,infants < 6 months,58,44,69,,omicron,~66 weeks,,,
346,Jorgensen,Moderna,2,final,14+,infection,infection,Canada,infants < 6 months,infants < 6 months,95,88,98,,delta,~28 weeks,,,
346,Jorgensen,Moderna,2,final,14+,hospitalization,severe,Canada,infants < 6 months,infants < 6 months,94,74,100,,delta,~28 weeks,,,
346,Jorgensen,Moderna,2,final,14+,infection,infection,Canada,infants < 6 months,infants < 6 months,44,38,54,,delta,~28 weeks,,,
347,Van Ewijk,Moderna,2,final,<120,infection,infection,Netherlands,≥18 years,general pop,74,63,81,,delta,,,,
347,Van Ewijk,Moderna,2,final,>120,infection,infection,Netherlands,≥18 years,general pop,56,36,69,,delta,~41 weeks,,,
348,Turbyfill,Moderna,2,final,14+,hospitalization,severe,USA,"immunocompetent, ≥18 years",general pop,91,88,93,,alpha & delta,~30 weeks,,,
348,Turbyfill,Moderna,2,final,14+,hospitalization,severe,USA,"immunocompetent, ≥18 years",general pop,84,80,88,,alpha & delta,~30 weeks,,,
348,Turbyfill,Moderna,2,final,14+,hospitalization,severe,USA,"immunocompromised, ≥18 years",immunocompromised adults,64,48,75,,alpha & delta,~30 weeks,,,
348,Turbyfill,Moderna,2,final,14+,hospitalization,severe,USA,"immunocompromised, ≥18 years",immunocompromised adults,53,22,72,,alpha & delta,~30 weeks,,,
349,Castelli,Moderna,2,final,14+,infection,infection,Argentina,12-17 years,12-17 years,40.6,29.4,50,,omicron,~32.5 weeks,,,
349,Castelli,Moderna,2,final,14+,infection,infection,Argentina,12-17 years,12-17 years,31.5,26.3,36.4,,omicron,~32.5 weeks,,,
349,Castelli,Moderna,2,final,15-30,infection,infection,Argentina,12-17 years,12-17 years,55.8,52.4,59,,omicron,~32.5 weeks,,,
349,Castelli,Moderna,2,final,61+,infection,infection,Argentina,12-17 years,12-17 years,12.4,8.6,16.1,,omicron,~32.5 weeks,,,
349,Castelli,Moderna,2,final,14+,death,death,Argentina,12-17 years,12-17 years,97.6,81,99.7,,omicron,~32.5 weeks,,,
349,Castelli,Moderna,2,final,14+,infection,infection,Argentina,12-17 years,12-17 years,88.9,66.1,96.4,,delta,~15.5 weeks,,,
349,Castelli,Moderna,2,final,14+,infection,infection,Argentina,12-17 years,12-17 years,66.3,54,75.4,,delta,~15.5 weeks,,,
349,Castelli,Moderna,2,final,15-30,infection,infection,Argentina,12-17 years,12-17 years,74.8,71.3,77.9,,delta,~15.5 weeks,,,
349,Castelli,Moderna,2,final,61+,infection,infection,Argentina,12-17 years,12-17 years,56.3,50.2,61.7,,delta,~15.5 weeks,,,
351,Cegolon,Moderna,2,final,14+,infection,infection,Italy,HCW,HCW,41,-49,77,,"omicron BA.1, BA.2, BA.4/BA.5",~69 weeks,,,
351,Cegolon,Moderna,2,final,14+,infection,infection,Italy,HCW,HCW,-4,-43,24,,"omicron BA.1, BA.2, BA.4/BA.5",~69 weeks,,,
354,Carazo,Moderna,2,final,7+,hospitalization,severe,Canada,≥60 years,≥60 years,78,75,80,,omicron BA.1,~60 weeks,,,
354,Carazo,Moderna,2,final,7-90,hospitalization,severe,Canada,≥60 years,≥60 years,86,78,91,,omicron BA.1,~60 weeks,,,
354,Carazo,Moderna,2,final,270-359,hospitalization,severe,Canada,≥60 years,≥60 years,68,37,84,,omicron BA.1,~60 weeks,,,
354,Carazo,Moderna,2,final,7+,hospitalization,severe,Canada,≥60 years,≥60 years,60,50,67,,omicron BA.2,~73 weeks,,,
354,Carazo,Moderna,2,final,7-90,hospitalization,severe,Canada,≥60 years,≥60 years,66,28,84,,omicron BA.2,~73 weeks,,,
354,Carazo,Moderna,2,final,360-449,hospitalization,severe,Canada,≥60 years,≥60 years,73,-13,94,,omicron BA.2,~73 weeks,,,
354,Carazo,Moderna,2,final,7+,hospitalization,severe,Canada,≥60 years,≥60 years,40,30,49,,omicron BA.4/BA.5,~94 weeks,,,
354,Carazo,Moderna,2,final,7-90,hospitalization,severe,Canada,≥60 years,≥60 years,55,-95,89,,omicron BA.4/BA.5,~94 weeks,,,
354,Carazo,Moderna,2,final,360-449,hospitalization,severe,Canada,≥60 years,≥60 years,47,35,57,,omicron BA.4/BA.5,~94 weeks,,,
354,Carazo,Moderna,2,final,7+,hospitalization,severe,Canada,≥60 years,≥60 years,97,96,99,,omicron BA.1,~60 weeks,,,
354,Carazo,Moderna,2,final,7+,hospitalization,severe,Canada,≥60 years,≥60 years,92,86,96,,omicron BA.2,~73 weeks,,,
354,Carazo,Moderna,2,final,7+,hospitalization,severe,Canada,≥60 years,≥60 years,99,94,100,,omicron BA.2,~73 weeks,,,
354,Carazo,Moderna,2,final,7+,hospitalization,severe,Canada,≥60 years,≥60 years,92,80,97,,omicron BA.4/BA.5,~94 weeks,,,
354,Carazo,Moderna,2,final,7+,hospitalization,severe,Canada,≥60 years,≥60 years,91,85,95,,omicron BA.4/BA.5,~94 weeks,,,
355,Anzalone,Moderna,2,final,14+,hospitalization,severe,USA,≥18 years,general pop,42,38,45,,delta,~47 weeks,,,
357,Lewis,Moderna,2,final,150+,hospitalization,severe,USA,≥18 years,general pop,46,30,58,,omicron BA.1/BA.2,~63 weeks,,,
358,Dalton,Moderna,2,final,14-149,ED/UC visit,symptomatic,USA,"≥18 years, Social Vulnerability Index Quartile 1","≥18 years, Social Vulnerability Index Quartile 1",47,40,53,,omicron BA.1,~62 weeks,,,
358,Dalton,Moderna,2,final,150+,ED/UC visit,symptomatic,USA,"≥18 years, Social Vulnerability Index Quartile 1","≥18 years, Social Vulnerability Index Quartile 1",35,31,40,,omicron BA.1,~62 weeks,,,
358,Dalton,Moderna,2,final,14-149,hospitalization,severe,USA,"≥18 years, Social Vulnerability Index Quartile 1","≥18 years, Social Vulnerability Index Quartile 1",59,39,72,,omicron BA.1,~62 weeks,,,
358,Dalton,Moderna,2,final,150+,hospitalization,severe,USA,"≥18 years, Social Vulnerability Index Quartile 1","≥18 years, Social Vulnerability Index Quartile 1",58,51,65,,omicron BA.1,~62 weeks,,,
358,Dalton,Moderna,2,final,14-149,ED/UC visit,symptomatic,USA,"≥18 years, Social Vulnerability Index Quartile 2","≥18 years, Social Vulnerability Index Quartile 2",42,33,49,,omicron BA.1,~62 weeks,,,
358,Dalton,Moderna,2,final,150+,ED/UC visit,symptomatic,USA,"≥18 years, Social Vulnerability Index Quartile 2","≥18 years, Social Vulnerability Index Quartile 2",37,32,41,,omicron BA.1,~62 weeks,,,
358,Dalton,Moderna,2,final,14-149,hospitalization,severe,USA,"≥18 years, Social Vulnerability Index Quartile 2","≥18 years, Social Vulnerability Index Quartile 2",65,48,76,,omicron BA.1,~62 weeks,,,
358,Dalton,Moderna,2,final,150+,hospitalization,severe,USA,"≥18 years, Social Vulnerability Index Quartile 2","≥18 years, Social Vulnerability Index Quartile 2",57,49,64,,omicron BA.1,~62 weeks,,,
358,Dalton,Moderna,2,final,14-149,ED/UC visit,symptomatic,USA,"≥18 years, Social Vulnerability Index Quartile 3","≥18 years, Social Vulnerability Index Quartile 3",54,47,61,,omicron BA.1,~62 weeks,,,
358,Dalton,Moderna,2,final,150+,ED/UC visit,symptomatic,USA,"≥18 years, Social Vulnerability Index Quartile 3","≥18 years, Social Vulnerability Index Quartile 3",31,25,36,,omicron BA.1,~62 weeks,,,
358,Dalton,Moderna,2,final,14-149,hospitalization,severe,USA,"≥18 years, Social Vulnerability Index Quartile 3","≥18 years, Social Vulnerability Index Quartile 3",62,45,74,,omicron BA.1,~62 weeks,,,
358,Dalton,Moderna,2,final,150+,hospitalization,severe,USA,"≥18 years, Social Vulnerability Index Quartile 3","≥18 years, Social Vulnerability Index Quartile 3",55,47,63,,omicron BA.1,~62 weeks,,,
358,Dalton,Moderna,2,final,14-149,ED/UC visit,symptomatic,USA,"≥18 years, Social Vulnerability Index Quartile 4","≥18 years, Social Vulnerability Index Quartile 4",51,43,58,,omicron BA.1,~62 weeks,,,
358,Dalton,Moderna,2,final,150+,ED/UC visit,symptomatic,USA,"≥18 years, Social Vulnerability Index Quartile 4","≥18 years, Social Vulnerability Index Quartile 4",27,20,33,,omicron BA.1,~62 weeks,,,
358,Dalton,Moderna,2,final,14-149,hospitalization,severe,USA,"≥18 years, Social Vulnerability Index Quartile 4","≥18 years, Social Vulnerability Index Quartile 4",63,43,75,,omicron BA.1,~62 weeks,,,
358,Dalton,Moderna,2,final,150+,hospitalization,severe,USA,"≥18 years, Social Vulnerability Index Quartile 4","≥18 years, Social Vulnerability Index Quartile 4",43,32,52,,omicron BA.1,~62 weeks,,,
358,Dalton,Moderna,2,final,14-149,ED/UC visit,symptomatic,USA,"≥18 years, Social Vulnerability Index Quartile 1","≥18 years, Social Vulnerability Index Quartile 1",87,84,89,,delta,~48.5 weeks,,,
358,Dalton,Moderna,2,final,150+,ED/UC visit,symptomatic,USA,"≥18 years, Social Vulnerability Index Quartile 1","≥18 years, Social Vulnerability Index Quartile 1",81,79,82,,delta,~48.5 weeks,,,
358,Dalton,Moderna,2,final,14-149,hospitalization,severe,USA,"≥18 years, Social Vulnerability Index Quartile 1","≥18 years, Social Vulnerability Index Quartile 1",90,84,94,,delta,~48.5 weeks,,,
358,Dalton,Moderna,2,final,150+,hospitalization,severe,USA,"≥18 years, Social Vulnerability Index Quartile 1","≥18 years, Social Vulnerability Index Quartile 1",85,82,87,,delta,~48.5 weeks,,,
358,Dalton,Moderna,2,final,14-149,ED/UC visit,symptomatic,USA,"≥18 years, Social Vulnerability Index Quartile 2","≥18 years, Social Vulnerability Index Quartile 2",85,81,88,,delta,~48.5 weeks,,,
358,Dalton,Moderna,2,final,150+,ED/UC visit,symptomatic,USA,"≥18 years, Social Vulnerability Index Quartile 2","≥18 years, Social Vulnerability Index Quartile 2",80,77,81,,delta,~48.5 weeks,,,
358,Dalton,Moderna,2,final,14-149,hospitalization,severe,USA,"≥18 years, Social Vulnerability Index Quartile 2","≥18 years, Social Vulnerability Index Quartile 2",91,85,95,,delta,~48.5 weeks,,,
358,Dalton,Moderna,2,final,150+,hospitalization,severe,USA,"≥18 years, Social Vulnerability Index Quartile 2","≥18 years, Social Vulnerability Index Quartile 2",86,83,88,,delta,~48.5 weeks,,,
358,Dalton,Moderna,2,final,14-149,ED/UC visit,symptomatic,USA,"≥18 years, Social Vulnerability Index Quartile 3","≥18 years, Social Vulnerability Index Quartile 3",89,85,91,,delta,~48.5 weeks,,,
358,Dalton,Moderna,2,final,150+,ED/UC visit,symptomatic,USA,"≥18 years, Social Vulnerability Index Quartile 3","≥18 years, Social Vulnerability Index Quartile 3",74,71,77,,delta,~48.5 weeks,,,
358,Dalton,Moderna,2,final,14-149,hospitalization,severe,USA,"≥18 years, Social Vulnerability Index Quartile 3","≥18 years, Social Vulnerability Index Quartile 3",94,88,97,,delta,~48.5 weeks,,,
358,Dalton,Moderna,2,final,150+,hospitalization,severe,USA,"≥18 years, Social Vulnerability Index Quartile 3","≥18 years, Social Vulnerability Index Quartile 3",82,78,85,,delta,~48.5 weeks,,,
358,Dalton,Moderna,2,final,14-149,ED/UC visit,symptomatic,USA,"≥18 years, Social Vulnerability Index Quartile 4","≥18 years, Social Vulnerability Index Quartile 4",84,79,87,,delta,~48.5 weeks,,,
358,Dalton,Moderna,2,final,150+,ED/UC visit,symptomatic,USA,"≥18 years, Social Vulnerability Index Quartile 4","≥18 years, Social Vulnerability Index Quartile 4",75,72,78,,delta,~48.5 weeks,,,
358,Dalton,Moderna,2,final,14-149,hospitalization,severe,USA,"≥18 years, Social Vulnerability Index Quartile 4","≥18 years, Social Vulnerability Index Quartile 4",90,83,94,,delta,~48.5 weeks,,,
358,Dalton,Moderna,2,final,150+,hospitalization,severe,USA,"≥18 years, Social Vulnerability Index Quartile 4","≥18 years, Social Vulnerability Index Quartile 4",84,80,87,,delta,~48.5 weeks,,,
361,Tartof,Moderna,2,final,14+,symptomatic disease,symptomatic,USA,≥18 years,general pop,-53,-205,23,,omicron,~64.5 weeks,,,
361,Tartof,Moderna,2,final,14+,symptomatic disease,symptomatic,USA,≥18 years,general pop,45,-4,70,,omicron,~64.5 weeks,,,
361,Tartof,Moderna,2,final,14+,symptomatic disease,symptomatic,USA,≥18 years,general pop,70,11,90,,delta,~46.5 weeks,,,
361,Tartof,Moderna,2,final,14+,symptomatic disease,symptomatic,USA,≥18 years,general pop,23,-225,82,,delta,~46.5 weeks,,,
361,Tartof,Moderna,2,final,14+,symptomatic disease,symptomatic,USA,≥18 years,general pop,17,-40,51,,omicron or delta,~64.5 weeks,,,
361,Tartof,Moderna,2,final,14+,symptomatic disease,symptomatic,USA,≥18 years,general pop,42,-1,66,,omicron or delta,~64.5 weeks,,,
362,Villar,Moderna,2,final,0+,infection,infection,Multiple,pregnant women,pregnant women,11,0,21,,omicron,~74.5 weeks,,,
362,Villar,Moderna,2,final,0+,moderate disease,symptomatic,Multiple,pregnant women,pregnant women,41,22,55,,omicron,~74.5 weeks,,,
362,Villar,Moderna,2,final,0+,severe disease or death,severe,Multiple,pregnant women,pregnant women,56,27,74,,omicron,~74.5 weeks,,,
365,Lin,Moderna,2,final,0 to ~5 weeks,hospitalization or death,severe,USA,5-11 years,5-11 years,73.3,8.3,92.3,,omicron (all lineages),~57 weeks,,,
365,Lin,Moderna,2,final,~20-25 weeks,hospitalization or death,severe,USA,5-11 years,5-11 years,2.9,-50.8,37.4,,omicron (all lineages),~57 weeks,,,
365,Lin,Moderna,2,final,0 to ~5 weeks,infection,infection,USA,0-4 years,0-4 years,37.5,21.2,50.4,,omicron (all lineages),~24 weeks,,,
365,Lin,Moderna,2,final,~16-21 weeks,infection,infection,USA,0-4 years,0-4 years,46.8,-0.3,71.8,,omicron (all lineages),~24 weeks,,,
365,Lin,Moderna,2,final,0 to ~5 weeks,infection,infection,USA,5-11 years,5-11 years,65.3,58.1,71.2,,omicron (all lineages),~57 weeks,,,
365,Lin,Moderna,2,final,~24-29 weeks,infection,infection,USA,5-11 years,5-11 years,4.6,-2.1,10.9,,omicron (all lineages),~57 weeks,,,
365,Lin,Moderna,2,final,0 to ~5 weeks,infection,infection,USA,0-4 years,0-4 years,55.7,49.1,61.5,,omicron (all lineages),~24 weeks,,,
365,Lin,Moderna,2,final,~16-21 weeks,infection,infection,USA,0-4 years,0-4 years,58.6,48.3,66.9,,omicron (all lineages),~24 weeks,,,
365,Lin,Moderna,2,final,0 to ~5 weeks,infection,infection,USA,5-11 years,5-11 years,59.7,58.3,61,,omicron (all lineages),~57 weeks,,,
365,Lin,Moderna,2,final,~36-41 weeks,infection,infection,USA,5-11 years,5-11 years,16,13.1,18.7,,omicron (all lineages),~57 weeks,,,
367,Ellingson,Moderna,2,final,14+,infection,infection,USA,frontline workers,general pop,43,35,57,,omicron,~63 weeks,,,
103,Martinez-Baz,AstraZeneca,2,final,14+,infection,infection,Spain,contacts of SARS-CoV-2 index cases of all ages,contacts of index cases,86,70,93,,"non-VOC, alpha, & delta",~21 weeks,,,
103,Martinez-Baz,AstraZeneca,2,final,<90,infection,infection,Spain,contacts of SARS-CoV-2 index cases of all ages,contacts of index cases,85,69,93,,"non-VOC, alpha, & delta",~11 weeks,,,
103,Martinez-Baz,AstraZeneca,2,final,14+,symptomatic disease,symptomatic,Spain,contacts of SARS-CoV-2 index cases of all ages,contacts of index cases,91,71,97,,"non-VOC, alpha, & delta",~21 weeks,,,
